ID_Klijenta,Država,Odobreni_Iznos_EUR,Mjesečna_Primanje_EUR,Trenutni_Dug_EUR,Starost_Klijenta,Staž_Godine,Godine_Kreditne_Povijesti,Broj_članova_Kućanstva,Spol,Stambeni_Status,Obrazovanje
1072,Hrvatska,115760.73,7365.02,19153.71,47.0,24.0,2.0,1.0,f,vl,SSS
1073,Hrvatska,84283.48,4850.11,45000.0,36.0,14.0,29.0,1.0,M,podstanar,SSS
1074,Hrvatska,116292.87,7680.41,45000.0,37.0,15.0,10.0,8.0,muško,podstanar,SSS
1075,Hrvatska,32605.1,3450.7,45000.0,29.0,4.0,17.0,1.0,m,podstanar,VSS
1076,Hrvatska,101438.05,6819.11,45000.0,,15.0,2.0,3.0,M,podstanar,
1077,Hrvatska,86740.94,7101.17,45000.0,41.0,18.0,7.0,2.0,M,podstanar,VSS
1078,Hrvatska,79019.85,7264.26,45000.0,47.0,,26.0,6.0,M,podstanar,magisterij
1079,Hrvatska,86835.22,7094.84,45000.0,34.0,16.0,26.0,4.0,m,podstanar,VSS
1080,Hrvatska,45248.62,2863.77,45000.0,30.0,,27.0,2.0,muško,,SSS
1081,Hrvatska,80606.56,8690.6,45000.0,35.0,13.0,13.0,1.0,f,podstanar,magisterij
1082,Hrvatska,92142.25,5793.72,,41.0,22.0,5.0,2.0,M,,SSS
1083,Hrvatska,114557.88,8476.53,45000.0,21.0,8.0,14.0,2.0,muško,,SSS
1084,Hrvatska,74634.6,7019.82,45000.0,18.0,8.0,13.0,1.0,muško,vl,magisterij
1085,Hrvatska,68830.13,5244.26,45000.0,29.0,8.0,6.0,1.0,f,vl,SSS
1086,Hrvatska,74964.86,6385.5,45000.0,23.0,10.0,9.0,2.0,žensko,podstanar,VSS
1087,Hrvatska,103308.04,7317.0,43588.05,30.0,8.0,,4.0,m,vlasnik,SSS
1088,Hrvatska,91575.02,7644.9,45000.0,34.0,14.0,30.0,,muško,podstanar,VSS
1089,Hrvatska,74404.8,7030.1,45000.0,30.0,,28.0,1.0,muško,podstanar,VSS
1090,Hrvatska,95265.35,6157.34,45000.0,50.0,22.0,9.0,4.0,,podstanar,SSS
1091,Hrvatska,86941.55,6746.79,45000.0,38.0,13.0,21.0,5.0,M,podstanar,VSS
1092,Hrvatska,104372.9,9168.45,45000.0,38.0,20.0,16.0,1.0,m,vlasnik,VSS
1093,Hrvatska,70958.94,4673.86,45000.0,41.0,18.0,26.0,1.0,M,podstanar,
1094,Hrvatska,78446.76,5340.56,45000.0,24.0,8.0,18.0,3.0,M,,SSS
1095,Hrvatska,77157.84,5761.23,45000.0,45.0,21.0,28.0,1.0,muško,podstanar,SSS
1096,Hrvatska,55729.7,4699.34,45000.0,34.0,22.0,16.0,3.0,muško,podstanar,VSS
1097,Hrvatska,90922.41,7859.24,45000.0,42.0,23.0,11.0,1.0,muško,vlasnik,VSS
1098,Hrvatska,90221.11,8719.79,45000.0,24.0,13.0,14.0,1.0,muško,podstanar,magisterij
1099,Hrvatska,85102.27,5607.4,45000.0,19.0,9.0,25.0,4.0,muško,vlasnik,SSS
1100,Hrvatska,80308.26,5390.02,45000.0,43.0,20.0,11.0,2.0,M,podstanar,SSS
1101,Hrvatska,56692.59,3029.39,45000.0,,9.0,24.0,1.0,žensko,vl,SSS
1102,Hrvatska,76587.09,4716.39,45000.0,26.0,8.0,28.0,,M,podstanar,SSS
1103,Hrvatska,78145.71,7385.25,45000.0,26.0,10.0,8.0,1.0,žensko,vl,VSS
1104,Hrvatska,68954.45,8040.06,45000.0,46.0,15.0,4.0,1.0,M,podstanar,magisterij
1105,Hrvatska,81774.29,5420.3,45000.0,23.0,6.0,3.0,2.0,M,vl,SSS
1106,Hrvatska,93081.02,9326.96,45000.0,51.0,18.0,11.0,4.0,muško,,magisterij
1107,Hrvatska,122723.72,8034.46,45000.0,26.0,12.0,15.0,7.0,f,podstanar,SSS
1108,Hrvatska,88491.56,9577.73,45000.0,,21.0,8.0,5.0,muško,vl,magisterij
1109,Hrvatska,90151.01,5909.89,45000.0,32.0,17.0,24.0,2.0,muško,vl,SSS
1110,Hrvatska,83511.08,8683.33,45000.0,41.0,20.0,30.0,2.0,muško,podstanar,
1111,Hrvatska,46624.58,3681.32,45000.0,30.0,9.0,2.0,2.0,f,vl,SSS
1112,Hrvatska,84469.72,8242.63,45000.0,33.0,,20.0,2.0,f,podstanar,magisterij
1113,Hrvatska,86204.6,6526.37,45000.0,35.0,10.0,2.0,3.0,M,podstanar,SSS
1114,Hrvatska,134264.84,8185.76,7005.27,25.0,8.0,25.0,3.0,M,vl,SSS
1115,Hrvatska,81152.78,6225.01,45000.0,42.0,16.0,17.0,5.0,m,vl,SSS
1116,Hrvatska,91030.95,5882.39,45000.0,30.0,12.0,16.0,7.0,f,podstanar,SSS
1117,Hrvatska,84305.76,6999.03,45000.0,33.0,11.0,27.0,2.0,M,vl,VSS
1118,Hrvatska,61626.44,6163.42,45000.0,25.0,10.0,9.0,3.0,f,vl,magisterij
1119,Hrvatska,107856.46,8463.03,45000.0,18.0,7.0,1.0,3.0,muško,vlasnik,VSS
1120,Hrvatska,100038.66,7649.34,45000.0,33.0,15.0,23.0,2.0,muško,vl,VSS
1121,Hrvatska,100820.64,6417.55,45000.0,59.0,31.0,10.0,1.0,,vl,SSS
1122,Hrvatska,66812.25,5885.49,45000.0,43.0,15.0,23.0,1.0,muško,podstanar,VSS
1123,Hrvatska,113055.89,8015.95,39325.87,35.0,18.0,2.0,3.0,,podstanar,SSS
1124,Hrvatska,56962.98,6901.33,45000.0,32.0,13.0,22.0,3.0,m,podstanar,magisterij
1125,Hrvatska,96737.14,6602.98,45000.0,35.0,15.0,,2.0,f,vlasnik,SSS
1126,Hrvatska,128809.11,9539.51,13409.94,40.0,22.0,,3.0,muško,vlasnik,VSS
1127,Hrvatska,65189.27,3905.57,45000.0,23.0,11.0,8.0,2.0,M,podstanar,SSS
1128,Hrvatska,73674.05,5810.97,45000.0,46.0,18.0,18.0,4.0,m,podstanar,SSS
1129,Hrvatska,86993.03,5431.93,45000.0,42.0,18.0,1.0,4.0,M,vlasnik,SSS
1130,Hrvatska,74930.49,5823.47,,,20.0,27.0,1.0,m,podstanar,SSS
1131,Hrvatska,53986.73,3477.58,45000.0,39.0,15.0,18.0,3.0,f,podstanar,SSS
1132,Hrvatska,86371.26,5759.23,45000.0,35.0,17.0,1.0,5.0,M,podstanar,SSS
1133,Hrvatska,63753.93,6285.44,45000.0,42.0,19.0,14.0,1.0,muško,vlasnik,VSS
1134,Hrvatska,94471.85,6934.07,45000.0,41.0,24.0,23.0,1.0,f,podstanar,SSS
1135,Hrvatska,66611.52,7385.36,45000.0,31.0,8.0,20.0,2.0,muško,podstanar,magisterij
1136,Hrvatska,115998.69,7539.12,32529.72,29.0,13.0,,2.0,muško,podstanar,SSS
1137,Hrvatska,69334.93,4594.37,45000.0,36.0,13.0,4.0,,muško,podstanar,SSS
1138,Hrvatska,78558.77,6906.23,45000.0,50.0,25.0,10.0,6.0,žensko,vl,VSS
1139,Hrvatska,101270.34,8697.01,45000.0,23.0,5.0,26.0,1.0,muško,podstanar,VSS
1140,Hrvatska,60382.71,4027.63,45000.0,20.0,8.0,23.0,3.0,muško,podstanar,SSS
1141,Hrvatska,89549.2,7779.39,45000.0,37.0,15.0,6.0,3.0,f,podstanar,VSS
1142,Hrvatska,111142.86,8228.7,45000.0,36.0,15.0,,2.0,žensko,podstanar,SSS
1143,Hrvatska,52850.34,5214.01,45000.0,37.0,11.0,,2.0,muško,podstanar,VSS
1144,Hrvatska,88692.68,7568.67,45000.0,37.0,15.0,28.0,1.0,M,vlasnik,VSS
1145,Hrvatska,90197.66,5253.72,45000.0,33.0,17.0,0.0,3.0,f,vlasnik,SSS
1146,Hrvatska,100636.46,6893.73,45000.0,50.0,23.0,25.0,6.0,muško,podstanar,VSS
1147,Hrvatska,60260.99,5711.59,45000.0,19.0,,16.0,,žensko,vl,VSS
1148,Hrvatska,58590.87,3858.65,45000.0,27.0,15.0,,1.0,m,vlasnik,SSS
1149,Hrvatska,95438.83,7605.2,45000.0,34.0,16.0,13.0,4.0,M,podstanar,VSS
1150,Hrvatska,90939.69,9184.41,,19.0,6.0,9.0,1.0,,podstanar,magisterij
1151,Hrvatska,90009.86,7470.46,45000.0,33.0,16.0,29.0,1.0,M,vlasnik,VSS
1152,Hrvatska,91928.96,6692.49,45000.0,52.0,23.0,7.0,4.0,muško,podstanar,SSS
1153,Hrvatska,71399.51,7803.02,45000.0,35.0,13.0,7.0,3.0,M,vlasnik,magisterij
1154,Hrvatska,89645.07,5602.88,45000.0,37.0,12.0,13.0,1.0,muško,vlasnik,SSS
1155,Hrvatska,90861.45,6552.51,45000.0,22.0,12.0,6.0,1.0,m,vl,SSS
1156,Hrvatska,70712.97,4605.63,45000.0,29.0,11.0,,6.0,muško,vlasnik,
1157,Hrvatska,122315.49,9917.63,36099.13,,15.0,3.0,2.0,žensko,podstanar,VSS
1158,Hrvatska,94476.66,9059.74,45000.0,32.0,11.0,0.0,4.0,muško,podstanar,magisterij
1159,Hrvatska,61173.93,5253.35,45000.0,48.0,22.0,14.0,,m,podstanar,VSS
1160,Hrvatska,98131.07,,36222.71,41.0,17.0,30.0,,m,vl,magisterij
1161,Hrvatska,65506.37,4373.51,45000.0,24.0,9.0,24.0,5.0,M,podstanar,SSS
1162,Hrvatska,100741.69,6956.03,45000.0,12.0,20.0,14.0,2.0,m,vlasnik,SSS
1163,Hrvatska,108171.91,8577.14,29316.1,,21.0,,5.0,M,,VSS
1164,Hrvatska,68586.35,6654.24,45000.0,46.0,20.0,19.0,1.0,muško,podstanar,magisterij
1165,Hrvatska,104267.52,8234.78,45000.0,51.0,19.0,2.0,3.0,muško,podstanar,VSS
1166,Hrvatska,93255.62,6613.95,45000.0,,20.0,22.0,1.0,m,vlasnik,SSS
1167,Hrvatska,101441.2,6614.06,45000.0,27.0,17.0,4.0,1.0,f,vl,SSS
1168,Hrvatska,122935.86,8072.53,35524.16,22.0,12.0,4.0,2.0,muško,podstanar,SSS
1169,Hrvatska,80092.24,5832.67,45000.0,33.0,12.0,3.0,5.0,muško,podstanar,SSS
1170,Hrvatska,69925.28,4305.7,45000.0,40.0,17.0,16.0,1.0,muško,podstanar,SSS
1171,Hrvatska,67209.71,6709.25,45000.0,45.0,18.0,20.0,4.0,M,podstanar,magisterij
1172,Hrvatska,68683.79,5998.6,45000.0,34.0,18.0,19.0,1.0,muško,podstanar,VSS
1173,Hrvatska,83457.97,6821.78,45000.0,32.0,14.0,13.0,3.0,žensko,vl,VSS
1174,Hrvatska,91823.04,5638.41,45000.0,37.0,14.0,25.0,2.0,muško,podstanar,SSS
1175,Hrvatska,90533.82,5947.9,45000.0,27.0,10.0,28.0,1.0,muško,vlasnik,SSS
1176,Hrvatska,101543.66,8515.33,45000.0,56.0,30.0,7.0,2.0,muško,vl,
1177,Hrvatska,85260.04,8679.36,45000.0,19.0,12.0,1.0,1.0,M,podstanar,magisterij
1178,Hrvatska,114070.68,9258.2,33827.71,37.0,22.0,7.0,1.0,,podstanar,
1179,Hrvatska,79706.86,,45000.0,55.0,28.0,0.0,2.0,muško,vl,magisterij
1180,Hrvatska,139403.38,10000.0,29363.76,35.0,16.0,28.0,3.0,f,podstanar,VSS
1181,Hrvatska,97513.35,6640.06,45000.0,33.0,5.0,3.0,1.0,muško,podstanar,SSS
1182,Hrvatska,67856.85,4269.18,45000.0,31.0,14.0,18.0,1.0,,vlasnik,SSS
1183,Hrvatska,63582.15,5315.63,45000.0,33.0,13.0,4.0,1.0,m,vl,VSS
1184,Hrvatska,94649.45,6017.51,45000.0,49.0,23.0,,5.0,muško,,SSS
1185,Hrvatska,80530.74,5129.34,45000.0,18.0,7.0,4.0,1.0,žensko,vl,SSS
1186,Hrvatska,99280.01,6798.41,45000.0,50.0,19.0,20.0,1.0,žensko,podstanar,SSS
1187,Hrvatska,94464.75,7472.19,45000.0,21.0,11.0,27.0,1.0,muško,,SSS
1188,Hrvatska,83543.42,8211.54,45000.0,32.0,16.0,19.0,4.0,m,,magisterij
1189,Hrvatska,68064.13,4329.3,45000.0,31.0,15.0,23.0,2.0,muško,vlasnik,SSS
1190,Hrvatska,54703.06,3615.31,45000.0,41.0,20.0,18.0,3.0,M,vlasnik,SSS
1191,Hrvatska,76069.7,6769.21,45000.0,19.0,9.0,11.0,1.0,muško,vl,
1192,Hrvatska,102127.98,8440.31,37108.21,40.0,17.0,19.0,1.0,žensko,,VSS
1193,Hrvatska,89281.87,8094.17,45000.0,55.0,26.0,0.0,1.0,muško,vlasnik,VSS
1194,Hrvatska,60085.22,5792.49,45000.0,21.0,7.0,6.0,2.0,muško,podstanar,magisterij
1195,Hrvatska,88463.62,6204.11,34410.26,37.0,16.0,16.0,6.0,muško,vlasnik,VSS
1196,Hrvatska,92706.35,7432.48,45000.0,28.0,15.0,30.0,2.0,muško,podstanar,VSS
1197,Hrvatska,67322.85,5036.84,45000.0,39.0,19.0,1.0,8.0,m,podstanar,SSS
1198,Hrvatska,88074.5,5088.81,45000.0,35.0,21.0,10.0,5.0,muško,podstanar,SSS
1199,Hrvatska,86164.17,5740.46,45000.0,29.0,18.0,6.0,3.0,M,vlasnik,VSS
1200,Hrvatska,62140.59,5928.3,45000.0,40.0,17.0,16.0,5.0,muško,podstanar,VSS
1201,Hrvatska,92155.75,9265.55,45000.0,53.0,13.0,26.0,1.0,M,podstanar,magisterij
1202,Hrvatska,96215.69,7369.28,42812.87,,18.0,2.0,,m,vl,VSS
1203,Hrvatska,106661.02,8117.97,45000.0,42.0,18.0,28.0,,f,podstanar,VSS
1204,Hrvatska,106076.04,6586.86,45000.0,22.0,7.0,21.0,1.0,f,,SSS
1205,Hrvatska,57446.61,3885.04,45000.0,,8.0,5.0,1.0,žensko,podstanar,SSS
1206,Hrvatska,66243.5,4103.08,45000.0,40.0,16.0,,1.0,M,vl,SSS
1207,Hrvatska,95300.71,6600.41,45000.0,50.0,25.0,10.0,2.0,muško,podstanar,SSS
1208,Hrvatska,95275.72,4924.4,45000.0,39.0,12.0,28.0,1.0,M,podstanar,SSS
1209,Hrvatska,95300.95,5924.97,45000.0,32.0,,17.0,5.0,f,podstanar,SSS
1210,Hrvatska,150000.0,10000.0,10000.0,35.0,18.0,17.0,3.0,muško,podstanar,VSS
1211,Hrvatska,96417.81,7799.68,45000.0,22.0,11.0,21.0,4.0,m,podstanar,VSS
1212,Hrvatska,107711.31,8411.73,43547.55,41.0,21.0,9.0,1.0,muško,vl,VSS
1213,Hrvatska,104080.04,,45000.0,44.0,18.0,4.0,3.0,,podstanar,SSS
1214,Hrvatska,98027.83,5605.52,45000.0,30.0,10.0,29.0,1.0,m,podstanar,SSS
1215,Hrvatska,78694.62,8269.05,45000.0,30.0,11.0,22.0,2.0,m,vlasnik,magisterij
1216,Hrvatska,100179.38,6957.79,33406.81,38.0,18.0,22.0,5.0,m,vl,SSS
1217,Hrvatska,69543.5,,45000.0,31.0,18.0,20.0,2.0,,podstanar,magisterij
1218,Hrvatska,80263.63,5110.03,45000.0,34.0,8.0,23.0,2.0,m,podstanar,SSS
1219,Hrvatska,75292.73,6681.74,45000.0,56.0,25.0,25.0,,žensko,vl,VSS
1220,Hrvatska,86637.48,4873.9,45000.0,33.0,10.0,21.0,1.0,muško,vlasnik,SSS
1221,Hrvatska,131293.17,7556.9,40699.82,31.0,9.0,14.0,3.0,m,podstanar,SSS
1222,Hrvatska,47654.7,3599.37,45000.0,29.0,14.0,20.0,2.0,m,,SSS
1223,Hrvatska,98725.2,8078.9,45000.0,42.0,21.0,19.0,3.0,muško,vl,VSS
1224,Hrvatska,52745.68,4105.64,45000.0,33.0,15.0,22.0,4.0,muško,podstanar,SSS
1225,Hrvatska,75561.36,5850.72,45000.0,29.0,14.0,3.0,3.0,m,vlasnik,VSS
1226,Hrvatska,106779.01,7378.55,39942.92,48.0,21.0,20.0,5.0,m,vlasnik,SSS
1227,Hrvatska,86285.6,6686.78,45000.0,49.0,22.0,,1.0,M,podstanar,SSS
1228,Hrvatska,63445.1,7439.53,45000.0,29.0,18.0,0.0,1.0,muško,vlasnik,magisterij
1229,Hrvatska,70693.93,7851.22,45000.0,18.0,6.0,14.0,1.0,muško,podstanar,magisterij
1230,Hrvatska,98591.95,8077.08,45000.0,45.0,23.0,16.0,1.0,M,vlasnik,VSS
1231,Hrvatska,70392.67,3907.4,45000.0,28.0,11.0,18.0,2.0,muško,podstanar,SSS
1232,Hrvatska,89329.17,6633.06,45000.0,43.0,14.0,30.0,3.0,muško,vl,SSS
1233,Hrvatska,85911.44,8422.0,45000.0,18.0,1.0,13.0,4.0,muško,vl,magisterij
1234,Hrvatska,71967.99,5050.11,45000.0,44.0,18.0,26.0,3.0,muško,podstanar,SSS
1235,Hrvatska,127878.88,9243.74,29903.3,23.0,14.0,18.0,1.0,muško,podstanar,VSS
1236,Hrvatska,97678.38,5922.16,45000.0,42.0,21.0,17.0,6.0,,podstanar,SSS
1237,Hrvatska,44497.15,6684.02,45000.0,35.0,17.0,27.0,1.0,,podstanar,magisterij
1238,Hrvatska,88729.09,5741.62,45000.0,25.0,7.0,1.0,1.0,M,podstanar,SSS
1239,Hrvatska,71764.27,5510.92,45000.0,31.0,18.0,,4.0,muško,podstanar,SSS
1240,Hrvatska,102048.67,8264.13,45000.0,42.0,16.0,12.0,4.0,m,podstanar,VSS
1241,Hrvatska,69149.59,6689.02,45000.0,36.0,15.0,16.0,3.0,f,podstanar,magisterij
1242,Hrvatska,82705.27,8959.72,45000.0,41.0,18.0,5.0,2.0,M,podstanar,magisterij
1243,Hrvatska,95099.75,7545.04,45000.0,55.0,,20.0,,muško,podstanar,VSS
1244,Hrvatska,102315.1,8670.35,45000.0,19.0,12.0,,3.0,f,vl,VSS
1245,Hrvatska,60994.07,5578.88,,51.0,20.0,4.0,2.0,muško,podstanar,VSS
1246,Hrvatska,78309.98,5949.11,45000.0,36.0,11.0,6.0,2.0,muško,vlasnik,VSS
1247,Hrvatska,75501.09,8115.55,45000.0,26.0,11.0,0.0,,f,vl,magisterij
1248,Hrvatska,71933.42,5893.67,45000.0,22.0,8.0,12.0,2.0,žensko,podstanar,SSS
1249,Hrvatska,120309.08,9767.1,22748.36,33.0,26.0,18.0,2.0,m,podstanar,VSS
1250,Hrvatska,93099.63,7677.88,45000.0,44.0,22.0,21.0,2.0,M,podstanar,VSS
1251,Hrvatska,59782.32,6023.16,45000.0,34.0,,0.0,1.0,M,podstanar,VSS
1252,Hrvatska,103357.24,9995.82,43064.48,50.0,20.0,12.0,3.0,muško,vlasnik,magisterij
1253,Hrvatska,127443.12,8600.98,45000.0,20.0,4.0,10.0,4.0,muško,podstanar,SSS
1254,Hrvatska,105649.31,6497.47,45000.0,35.0,13.0,,4.0,m,podstanar,SSS
1255,Hrvatska,54612.6,3757.76,45000.0,22.0,8.0,6.0,2.0,f,vl,SSS
1256,Hrvatska,75315.32,5538.74,45000.0,39.0,22.0,19.0,2.0,muško,vlasnik,SSS
1257,Hrvatska,110338.22,6937.85,45000.0,44.0,24.0,2.0,3.0,M,podstanar,SSS
1258,Hrvatska,70846.61,8435.36,45000.0,31.0,14.0,25.0,3.0,muško,podstanar,magisterij
1259,Hrvatska,93876.39,7712.57,45000.0,18.0,6.0,24.0,8.0,m,podstanar,VSS
1260,Hrvatska,100492.68,9255.63,45000.0,,17.0,0.0,2.0,M,podstanar,magisterij
1261,Hrvatska,66461.39,4929.58,45000.0,39.0,15.0,7.0,1.0,M,podstanar,SSS
1262,Hrvatska,83809.49,8443.9,45000.0,39.0,22.0,16.0,6.0,muško,vl,magisterij
1263,Hrvatska,20174.65,3224.73,45000.0,47.0,19.0,12.0,5.0,m,podstanar,VSS
1264,Hrvatska,64512.25,4154.94,45000.0,24.0,9.0,13.0,4.0,m,vlasnik,SSS
1265,Hrvatska,79948.64,6800.0,45000.0,42.0,12.0,4.0,3.0,muško,vl,VSS
1266,Hrvatska,60044.34,7249.74,45000.0,47.0,20.0,25.0,2.0,,podstanar,magisterij
1267,Hrvatska,117648.23,7988.66,43085.14,18.0,11.0,23.0,,M,podstanar,SSS
1268,Hrvatska,56397.17,4262.05,45000.0,38.0,12.0,21.0,,m,podstanar,VSS
